职位id,关系,职位名称
7808,职位名称,SCI/SSCI教研研究员
7809,职位名称,热设计专家
7810,职位名称,CTO首席技术官(技术合伙人）
7811,职位名称,算法专家
7812,职位名称,软件开发工程师（北京/上海/深圳/杭州）
7813,职位名称,多媒体软件工程师
7814,职位名称,通用软件开发工程师【博士】
7815,职位名称,主任工程师
7816,职位名称,（声学）算法工程师
7817,职位名称,建模仿真工程师
7818,职位名称,自动驾驶感知算法工程师/专家
7819,职位名称,高级AI算法工程师
7820,职位名称,CV核心算法研究工程师（博士人才引进）
7821,职位名称,软件架构师
7822,职位名称,氢能研发工程师
7823,职位名称,算法工程师
7824,职位名称,音频算法工程师
7825,职位名称,NLP算法工程师
7826,职位名称,文本生成算法工程师
7827,职位名称,玻璃/陶瓷研发工程师
7828,职位名称,光学工程师/算法工程师
7829,职位名称,算法工程师
7830,职位名称,激光雷达算法工程师
7831,职位名称,AI计算机视觉算法工程师
7832,职位名称,高级电机控制工程师
7833,职位名称,人工智能算法工程师
7834,职位名称,【博士招聘】异构内存技术研究工程师
7835,职位名称,芯片研发高级工程师
7836,职位名称,高级技术工程师
7837,职位名称,计算机视觉算法工程师
7838,职位名称,高级硬件工程师
7839,职位名称,机器人高级研发工程师（博士）
7840,职位名称,图像算法工程师（博士）
7841,职位名称,资深模拟IC设计工程师
7842,职位名称,图形渲染算法工程师（23届博士）
7843,职位名称,复杂注射剂资深工程师
7844,职位名称,医疗器械研发工程师
7845,职位名称,治疗设备研发总监
7846,职位名称,资深AI系统架构师
7847,职位名称,数据科学家 Applied Scientist
7848,职位名称,生物信息研究员
7849,职位名称,机械工程博士
7850,职位名称,光学专家
7851,职位名称,算法组长
7852,职位名称,深度学习组长(J10904)
7853,职位名称,技术总监（博士）
7854,职位名称,Director of Data Science
7855,职位名称,科研博士（细胞分子生物肿瘤相关）
7856,职位名称,投资总裁/投资人/科学家/教授/专家/领英
7857,职位名称,数字化转型高级咨询顾问
7858,职位名称,技术合伙人
7859,职位名称,临床前总监
7860,职位名称,整车策略控制（博士）
7861,职位名称,超表面通信系统开发
7862,职位名称,运维工程师
7863,职位名称,运维工程师
7864,职位名称,运维工程师
7865,职位名称,运维工程师
7866,职位名称,运维工程师
7867,职位名称,运维工程师
7868,职位名称,运维工程师
7869,职位名称,运维工程师
7870,职位名称,运维工程师
7871,职位名称,运维工程师
7872,职位名称,运维工程师
7873,职位名称,运维工程师
7874,职位名称,运维工程师
7875,职位名称,运维工程师
7876,职位名称,运维工程师
7877,职位名称,运维工程师
7878,职位名称,运维工程师
7879,职位名称,运维工程师
7880,职位名称,运维工程师
7881,职位名称,运维工程师
7882,职位名称,运维工程师
7883,职位名称,运维工程师
7884,职位名称,运维工程师
7885,职位名称,运维工程师
7886,职位名称,运维工程师
7887,职位名称,运维工程师
7888,职位名称,运维工程师
7889,职位名称,运维工程师
7890,职位名称,运维工程师
7891,职位名称,运维工程师
7892,职位名称,（储备）运维工程师，双休+寒暑假
7893,职位名称,计算机实习生（运维工程师）
7894,职位名称,运维工程师（实习生）
7895,职位名称,运维工程师（江苏兴化）
7896,职位名称,IT桌面运维工程师
7897,职位名称,信息安全运维工程师
7898,职位名称,运维工程师（包吃住）
7899,职位名称,应届生运维岗
7900,职位名称,运维工程师（实习）
7901,职位名称,运维工程师
7902,职位名称,运维工程师
7903,职位名称,运维工程师
7904,职位名称,运维工程师
7905,职位名称,环保技术运维工程师
7906,职位名称,运维工程师（实习生）
7907,职位名称,环保运维工程师
7908,职位名称,实施运维工程师
7909,职位名称,实施运维工程师
7910,职位名称,网络运维工程师
7911,职位名称,网络运维工程师
7912,职位名称,机房运维工程师
7913,职位名称,环境运维工程师
7914,职位名称,实施运维工程师
7915,职位名称,兼职运维工程师
7916,职位名称,桌面运维工程师
7917,职位名称,系统运维工程师
7918,职位名称,实施、运维工程师
7919,职位名称,系统运维工程师
7920,职位名称,运维开发工程师
7921,职位名称,云平台运维工程师
7922,职位名称,系统运维工程师
7923,职位名称,系统运维工程师
7924,职位名称,售后运维工程师
7925,职位名称,电气运维工程师
7926,职位名称,安全运维工程师
7927,职位名称,软件运维工程师
7928,职位名称,实施运维工程师
7929,职位名称,网络运维工程师
7930,职位名称,兼职运维工程师
7931,职位名称,it运维工程师
7932,职位名称,设备运维工程师
7933,职位名称,实习运维工程师
7934,职位名称,idc运维工程师
7935,职位名称,系统运维工程师
7936,职位名称,高级运维工程师
7937,职位名称,设备运维工程师（2023届）
7938,职位名称,服务器运维工程师
7939,职位名称,硬件运维工程师
7940,职位名称,桌面运维工程师
7941,职位名称,系统运维工程师
7942,职位名称,IT运维工程师
7943,职位名称,软件运维工程师
7944,职位名称,IT运维工程师
7945,职位名称,实习运维工程师
7946,职位名称,电气系统运维工程师
7947,职位名称,合肥-IT运维工程师（实习）
7948,职位名称,机房IT运维工程师
7949,职位名称,实施运维工程师（广州）
7950,职位名称,电力运维工程师、出纳
7951,职位名称,运维开发工程师
7952,职位名称,土木/土建/结构工程师
7953,职位名称,机械设计工程师（实习生）
7954,职位名称,通信设计实习生
7955,职位名称,bim工程师
7956,职位名称,网络工程师实习生
7957,职位名称,智家工程师
7958,职位名称,通信工程线路维护人员
7959,职位名称,硬件工程师
7960,职位名称,HVV工程师
7961,职位名称,网络工程师
7962,职位名称,运维工程师实习生
7963,职位名称,监控值班工程师
7964,职位名称,兼职网管工程师
7965,职位名称,人防检测工程师助理
7966,职位名称,无线通信设计实习
7967,职位名称,网络工程师见习岗
7968,职位名称,运维工程师（实习生）
7969,职位名称,项目工程师
7970,职位名称,软件开发工程师(实习/应届)
7971,职位名称,网优测试工程师/实习生
7972,职位名称,IT运维工程师(应届毕业生)
7973,职位名称,有线传输工程师
7974,职位名称,网络工程师
7975,职位名称,奥士招聘手机维修
7976,职位名称,工程师
7977,职位名称,计算机系统集成工程师
7978,职位名称,机器人工程师学徒（优先实习生）
7979,职位名称,建筑工程师
7980,职位名称,网络工程师
7981,职位名称,建筑工程师
7982,职位名称,土木/土建/结构工程师
7983,职位名称,机械设备设计工程师
7984,职位名称,实施工程师
7985,职位名称,设备运维工程师
7986,职位名称,系统运维工程师（实习岗）（招聘15-20人）
7987,职位名称,CAD工程师
7988,职位名称,硬件工程师实习生
7989,职位名称,结构工程师
7990,职位名称,实习网络工程师
7991,职位名称,土木/土建/结构工程师
7992,职位名称,土木/土建/建筑工程师
7993,职位名称,网络工程师
7994,职位名称,BIM工程师（应届/实习）
7995,职位名称,网络工程师
7996,职位名称,手机维修工程师
7997,职位名称,高级前端工程师助理
7998,职位名称,机械结构工程师
7999,职位名称,助理工程师
8000,职位名称,运维工程师（实习生）
8001,职位名称,底盘工程师培训生
8002,职位名称,安装造价工程师
8003,职位名称,实施工程师
8004,职位名称,建筑工程师
8005,职位名称,技术支持工程师
8006,职位名称,运维工程师
8007,职位名称,高级网络工程师（兼职HCIE/CCIE)
8008,职位名称,专业监理工程师
8009,职位名称,嵌入式工程师助理假期实习生
8010,职位名称,建筑暖通工程师
8011,职位名称,化工工程师
8012,职位名称,pythonweb开发工程师
8013,职位名称,运维工程师（实习）
8014,职位名称,运维工程师
8015,职位名称,专利撰写工程师
8016,职位名称,工艺工程师
8017,职位名称,专利撰写工程师
8018,职位名称,pcb  layout助理工程师
8019,职位名称,网络工程师
8020,职位名称,运维工程师（实习）
8021,职位名称,实施工程师（实习）
8022,职位名称,实习软件实施工程师
8023,职位名称,PCB助理设计工程师
8024,职位名称,人工智能实习工程师
8025,职位名称,电气助理工程师
8026,职位名称,工程师
8027,职位名称,研发工程师-实习生
8028,职位名称,运维工程师
8029,职位名称,助理结构工程师
8030,职位名称,汽车内外饰设计工程师学徒
8031,职位名称,运维工程师(应届生)
8032,职位名称,产品工程师
8033,职位名称,网络工程师
8034,职位名称,房屋检测工程师
8035,职位名称,it网络工程师
8036,职位名称,网络技术工程师
8037,职位名称,运维工程师
8038,职位名称,驻场标注工程师
8039,职位名称,仿真模拟工程师
8040,职位名称,运维工程师-襄阳实习
8041,职位名称,测量或测绘助理工程师（兼职）
8042,职位名称,土建专业监理工程师
8043,职位名称,实习监理工程师
8044,职位名称,机械工程师（可接受2023年毕业生）
8045,职位名称,助理电气工程师
8046,职位名称,可靠性测试工程师（实习生）
8047,职位名称,采矿工程师
8048,职位名称,机器人仿真工程师
8049,职位名称,BIM工程师（实习生方向）
8050,职位名称,系统维护工程师
8051,职位名称,工程师
8052,职位名称,水工工程师
8053,职位名称,实习生（储备工程师）
8054,职位名称,unity工程师助理
8055,职位名称,技术工程师
8056,职位名称,汽车结构设计工程师助理
8057,职位名称,技术支持工程师
8058,职位名称,计算机实习生（运维工程师）
8059,职位名称,运维工程师
8060,职位名称,工程测绘工程师
8061,职位名称,专利工程师
8062,职位名称,实习环保工程师
8063,职位名称,装配式设计工程师
8064,职位名称,软件工程师助理
8065,职位名称,软件实施工程师（宁乡）
8066,职位名称,内外饰工程师助理
8067,职位名称,运维工程师
