公司名称,职位名称,薪资,学历要求,职位描述,
金竟（广州）科技有限责任公司,软件开发工程师（图形处理和算法开发方向）,13-25K,硕士,岗位职责：1、开发专用CAD图形文件读取、显示和设计模块；2、开发图形处理算法；3、对接原有系统软件，进行用户界面、算法程序的嵌入；4、及时跟进产品系统软件的用户反馈，开展算法、程序的迭代升级；配合公司相关部门，完成相关的软硬件联调测试和文档撰写工作。5、配合公司相关部门，完成相关的软硬件联调测试和文档撰写工作。任职要求：1、工作态度积极、认真、有责任感和主人翁意识；善于沟通合作，具有协调能力；具有独立解决问题的能力，学习能力强；2、硕士研究生及以上理工科背景学历，计算机图形学、计算几何、软件工程、计算机科学与技术、数学、电子科学与技术、集成电路等专业；3、熟悉图形处理算法，专用图形库调用方法；具备图形交互软件设计能力。4、具有图形处理相关项目开发经验；5、熟练掌握LabVIEW、C/C++、Python等一种或多种编程语言。,北京海淀区中科科仪成府路270号
秋懿（北京）传媒科技有限公司,高级软件工程师,16-24K,硕士,职位描述1、负责Android?Framework和HAL层的定制开发工作，支持上层业务需求；2、根据产品需求进行软件需求分析及架构、模块设计、方案设计；3、熟悉Linux系统和Android系统代码编译，熟练掌握Android系统框架业务流程；4、熟悉C/C++语言开发和调试技巧，熟练掌握NDK、JNI相关开发。任职要求：1、熟练掌握C/C++语言开发和调试技巧，有JNI相关开发经验；熟悉Android系统Framework和HAL层业务流程，熟练根据业务需求进行定制修改，有Camera、Audio、Sensor、Gps、WIFI等HAL层开发经验者优先；2、具备较强的动手能力、学习能力及分析能力。,北京海淀区Imagination Station求知若思纯英幼稚园61
深圳北芯生命科技股份有限公司,算法软件工程师,20-40K·14薪,硕士,"1、参与医学影像的三维重建算法设计、仿真验证；2、参与医学影像的配准算法设计、仿真验证；3、参与医学影像前沿成像技术预研、方案设计。4、参与医学影像算法的工程化实现(C++)、接口验证。职位要求:1、	扎实的数学建模和逻辑分析能力，可以独立开展前沿技术预研。2、	精通数据结构和算法设计，可以熟练使用C/C++语言进行工程化。3、	硕士及以上学历，2年以上图形图像算法经验。4、	有CUDA编程经验、或Matlab/Python编程经验者优先。5、有责任心、进取心，敢于挑战困难，乐于分享技术经验及成果。",深圳宝安区庭威产业园庭威大厦
深圳市神武传感器有限公司,微波软件工程师,17-30K,硕士,微波算法软件与嵌入式软件，开发与产品测试,深圳龙华区深圳市神武传感器有限公司
浙江电驱动创新中心有限公司,高级软件工程师,25-30K·13薪,硕士,"职责：1、负责驱动器软件部分的编译和调试；2、负责驱动器固件的开发。要求：1、	本科及以上学历，软件工程、电子信息技术或者控制理论与控制工程专业；2、	10年以上工作经验，5年以上驱动器行业工作经验；3、精通C语言编程；熟悉面向对象编程及C++语言；4、了解实时操作系统基本知识；了解多线程基本知识及安全编程。",宁波北仑区浙江电驱动创新中心201
上海英恒电子有限公司,软件工程师（Linux）,17-30K·15薪,硕士,岗位职责1.基于平台需求，开发ADAS产品/智能网关产品的中间件功能；2.负责系统调度、共享内存、通信、数据管理、视频处理等核心模块开发；3.基于商业Autosar AP方案，做软件的部署和集成。任职资格1. 本科及以上学历，电子类、通信类、自动化、计算机类等相关专业； 2. 熟悉Linux/QNX等POSIX操作系统内核、内存管理和设备驱动等机制； 3. 有Linux/QNX操作系统下的中间件模块开发经验； 4. 熟悉C++和python编程； 5. 熟悉汽车主流SoC芯片架构。,上海浦东新区张江润和国际总部园29号
上海剑平动平衡机制造有限公司,c#软件工程师,15-30K·13薪,硕士,"岗位职责：1 能熟练使用C#语言，进行winforn和WPF的程序开发。2 熟悉工控行业的各种通讯协议，编写串口，网口的通讯程序。3 熟悉以下数据库：SQL Server,MySQL,oracle,access,编写数据库访问程序。4 能够根据项目要求进行软件架构和功能设计。5 完成软件相关技术文档的整理和归档。岗位要求：1 软件工程相关专业本科及以上学历。2 有良好的C#语言基础和MVVM架构基础。3 高等数学基础较好。4 有一定的文档撰写能力。5 团队协作精神好。",上海宝山区上海剑平动平衡机制造有限公司(潘川路)
上海零一汽车科技有限公司,底盘控制软件工程师,30-50K·15薪,硕士,职责描述：1、负责新能源重卡整车控制器开发需求制定、策略开发等工作；2、负责新能源重卡整车控制器和底盘控制器软件架构设计开发；3、输出产品开发相关技术报告并归档整理。任职要求：1、全日制统招985或211硕士及以上学历（行业经验优秀者可以适当放宽），汽车、机械、电气、自动化等相关专业；2、 5年及以上汽车或相关行业工作经验；3、熟悉新能源汽车整车控制系统架构，具备完整VCU开发工程经验；4、熟悉matlab/simulink、Autosar等开发软件；5、有自驱力，抗压能力强，责任心强，良好的沟通能力和团队合作精神，可接受加班及出差。,上海浦东新区科海大楼3层
展讯通信（上海）有限公司,Audio音频软件工程师,30-60K·15薪,硕士,工作职责：1、负责Android/Linux/RTOS平台Audio 框架/HAL相关功能开发与维护；2、负责基于ALSA架构的Audio驱动开发与维护；3、负责Audio DSP平台软件系统的开发与维护，Audio算法集成与调试，包含语音增强与降噪/音效后处理/语音识别等；4、负责Audio场景相关的性能、功耗、稳定性和兼容性问题分析与解决；5、负责FPGA/HAPS芯片仿真平台Audio功能验证与系统集成。任职要求：1、电子工程/通信/自动化/计算机等专业，硕士5年以上，本科8年以上，Audio软件或DSP工作经验；2、熟练掌握C/C++；3、熟悉Android/Linux/RTOS Audio架构或ALSA驱动开发相关经验，或Audio DSP平台开发相关经验；4、思维敏捷，良好的合作沟通能力，工作认真负责。,上海浦东新区展讯通信1号楼
芯和半导体科技（上海）股份有限公司,高级软件开发工程师（C++/QT）,20-40K·14薪,硕士,"岗位描述1.	参与开发EDA平台软件。2.	规划功能模块3.	编写软件开发相关文档4.	安排开发计划，确保功能的按时交付5.	指导初级及中级工程师6.	地点：上海、苏州、武汉、西安。任职要求1.	计算机、微电子、电子工程等相关专业硕士及以上学历；相关工作5年以上；2.	精通C/C++/boost和QT开发语言，熟练掌握QT的各种基类及框架，能够在此基础上进行派生及重构，精通面向对象编程技术；3.	熟悉OpenGL、OSG、Coin3d、Openinventor、VTK、HOOPS中至少一种开发语言，能够熟练其进行三维图形编辑显示；4.	熟悉Spice语言、SI、时域仿真相关知识更佳；5.	熟悉主流EDA软件（Allegro、Sigrity、ADS、HFSS）更佳；6.	具有良好的沟通能力，独立解决问题的能力；具有良好的团队合作精神，乐于分享精神7.	能熟练阅读相关英文技术文档",西安雁塔区中铁西安中心1栋28层2802
深圳国微芯科技有限公司,软件工程师（C++）,19-25K·14薪,硕士,岗位职责：1、负责集成电路计算机辅助设计（EDA）软件开发；2、负责相关工具和算法的开发及优化，调试软件出现的相关问题、编制单元测试；3、和团队成员协同解决技术难题。 岗位要求： 1、统招硕士及以上学历，电子与计算机工程、软件工程、电子工程、应用数学、应用物理或其他相关专业；2、 熟练使用 C/C++编程，掌握Linux开发环境；3、熟悉数据结构和算法分析。加分项1、有并行计算相关项目经验；2、有几何计算相关项目经验；3、有基于线段或图像的算法开发经验；4、有物理（光学方向）专业背景。,深圳南山区国实大厦15楼
微创投资控股有限公司,系统软件工程师,25-30K·14薪,硕士,"系统软件工程师（超声设备）岗位职责：1、医疗超声影像系统软件模块的开发，包括：设计输入及需求转化，系统框架设计，分系统划分设计以及具体的设计验证；2、完成声场接收发参数调参和成像数据链路；3、撰写论文、申请专利和编写技术文档。任职资格：1、计算机科学、软件工程、网络工程、信息工程或相关领域的硕士或博士2、3年以上医疗影像系统相关软件开发经验3、精通Matlab，熟悉C, C++4、在计算机原理，操作系统等方面有深刻的理解5、数学基础扎实，有较强的独立思考能力和创新意识。",深圳南山区上海微创医疗器械有限公司大冲国际中心
南京瑞德医疗科技有限公司,算法软件工程师,20-35K,硕士,1、结合临床具体需求，研发相应功能的算法模块；2、负责医学图像处理算法的实现与验证，包括不局限于分割、配准、3D可视化等；3、整理分析结果，攥写相关技术文档。任职要求：1、计算机、机器视觉、生物医学工程及相关专业博士或硕士学历；2、有图像处理与分析（增强、分割、配准）等相关经验；3、熟悉DICOM标准的优先；4、熟悉C++，python等编程语言；5、有使用一种或多种开源图像库经验，如OpenCV、ITK/VTK、OpenGL、WebGL等优先；6、熟悉GPU技术（CUDA）的优先；7、良好的英文读写能力；8、领导或参与医学影像处理软件开发项目者优先。,南京江宁区江宁开发区总部基地4栋
上海镌极特种设备有限公司,伺服软件工程师,15-25K·13薪,硕士,职责描述：1、负责电机控制器应用层软件开发和功能验证；2、负责电机控制上位机调试软件的编写和调试；3、按照标准化的要求，负责电机控制系统软件相关技术文件和资料的整理、编写及归档工作。任职要求：1、硕士应届毕业生或有两年以上相关研究工作经验，有嵌入式板卡的开发经验更佳；2、专业知识：熟悉TI 系列DSP或ST MX系列MCU的软件开发，精通嵌入式编程技术、测试和系统调试技术，熟悉离散闭环控制、数字信号处理等理论知识，掌握C/C++等编程语言，熟悉常用通讯协议的软件开发；3、精通伺服电机控制算法。精通矢量控制原理，掌握电机的控制特性、功率特性和负载特性；4、有运动控制，伺服控制产品开发经验，承压能力强，有较好的沟通协调能力，有时间观念，独立性强，具有团队合作精神。,上海闵行区飞马旅交大科创园E
博世（中国）投资有限公司,自动驾驶软件开发工程师_VMC-BCSC,15-25K·15薪,硕士,"【职位描述】- 根据系统需求，完成横纵向控制功能需求分解、软件设计、开发、单元验证- 负责商用车ADAS系统项目应用中的车辆控制问题分析与解决，- 负责关键场景下与其他执行器配合，完成性能优化【任职要求】- 硕士及以上学历，车辆工程、电子工程、计算机、自动化、机械工程等专业- 两年以上嵌入式软件工作经验- 精通C C++,熟悉嵌入式开发，熟悉V model开发流程- 熟悉制动 转向执行器基本原理- 具备商用车控制 、其他功能开发经验者优先- 具有ADAS智能驾驶相关开发经验者优先博世集团网上招聘数据处理同意声明博世集团（博世）感谢您对本职位有兴趣。在您自行或通过第三方投递本职位前，请仔细阅读本声明。您的投递将被视作理解并同意本声明并自愿做出单独同意。个人信息包括姓名，联系方式，工作经历，教育背景及相关证明材料，将被用于招聘流程。招聘流程：由博世集团人力资源部、用户部门经理和招聘团队共同负责。招聘流程中，鉴于参与招聘的前述人员可能隶属于位于全球的不同博世公司，因此您的数据将被跨境传输到中国香港地区、中国台湾地区、美国及欧洲。您的个人资料只有在必须时才会被提供给博世以外的第三方机构。博世与第三方机构签订了保密合同。您申请特定职位时，若您同意，博世会将您的求职申请转向博世内部的另一职位。您的个人信息将会存储在【SmartRecruiters招聘系统】，本系统由欧洲智能招聘有限公司（地址：英国伯克郡温莎亚瑟路圣斯蒂芬大厦，邮政区码：SL4 1RU）开发，并在您的设备和该系统之间使用了高级加密/解密程序，以保证数据传输的安全性。该系统以云端服务的形式运行。紧急情况下，欧洲智能招聘公司可进行临时访问。请确保您所提供的数据真实准确。如果您对所申请的职位失去兴趣，可以随时撤回求职申请。撤回则代表您退出此职位的竞争。申请流程结束后，博世将根据相关法律删除您的个人信息。拒绝或撤回后，与您的申请相关的所有资料将被保留至24 个月后。1. 您的权利。如果您希望停止向博世提供您的个人资料，您可以通过求职申请中的邮箱登陆您的SmartRecruiters账号，并将您的档案删除。此删除即时生效，博世将不会保留您的任何信息。如您需要查阅与修改您的数据，您可以在SmartRecruiters平台查阅和修改您的简历。进行再次投递后，我们会收到您最新的数据。2. 雇佣。被雇佣后，您的数据将被从当前招聘系统转移至职位所属公司的人力资源管理系统。3. 本政策如何更新。因公司业务和经营的变化或适用法律的变化，我们保留不时更新本政策的权利。我们将通过【邮件通知】的方式提供经更新的本政策，请您及时查看以获得更新。4. 联系方式。若您需要访问并了解更多关于处理您个人信息的内容或提出权力行使的需求，依招聘平台不同，您可以通过招聘平台的对话功能与博世招聘人员联系，或访问博世中国官方主页：博世在中国>加入博世>工作机会，在网上招聘数据隐私声明中获取我们的联系方式（第三页）现阶段使用网上招聘系统的博世集团法人请通过访问博世中国官方主页：博世在中国>加入博世>工作机会，在网上招聘数据隐私声明中获取现阶段使用网上招聘系统的博世集团法人（第三页）",苏州吴中区博世汽车部件(苏州)有限公司(星龙街)4F
中仿智能科技（上海）股份有限公司,飞行仿真软件工程师,18-25K,硕士,工作地点：上海、天津岗位职责：1.负责飞行模拟器飞机气动，飞控系统、飞机系统仿真建模和软件开发；2.负责软件调试、测试、交付和技术支持工作。任职要求：1.飞行器设计、飞行力学及飞行控制、导航制导与控制等航空相关专业，硕士及以上学历；2.熟悉飞机飞行原理和飞行控制建模技术，熟悉飞机系统相关知识；3.熟练掌握MATLAB/Simulink等建模工具，熟悉C/C++编程；4.热爱航空及软件开发，学习和实践能力强，乐于钻研。,上海松江区中仿大厦3幢
中软国际科技服务有限公司,高级c++软件工程师,30-60K,硕士,岗位职责：（猎头岗位）1. 负责公司产品的研发工作，包括：功能设计、原型开发、编码实施、模块测试等；2. 利用面向对象方法，代码重用等原则对项目代码进行优化；3. 编写软件产品开发文档，包括需求分析、功能定义、软件架构和模块定义等；任职资格：1.硕士研究生及以上，计算机/软件工程/机械等工科专业；2.精通C++，至少有8-10年以上C++开发经验，精通MFC或Qt，具备丰富的windows/linux应用开发经验；3.有大型应用软件开发经历优先；4.具有优秀的沟通和表达能力，团队合作精神，有高度的责任心；5.具有CAD/CAE软件开发经验优先考虑，如ACIS/Parasolid/CGM/OCC、HOOPS/VTK、约束求解、机构运动仿真、有限元分析等；6.具备良好的英语读写能力，英语六级。,深圳龙岗区天安云谷4期
英乐飞半导体（广州）有限公司,音频投射软件工程师,16-30K·15薪,硕士,"职责描述：1.	在自研WIFI芯片的Cortex-M内核及DSP上开发音频投射软件；2.	推动新功能的开发与设计；3.	分析解决兼容性、稳定性、性能优化等问题；4.	撰写开发文档。任职要求：1.	本科及以上学历，通信、电子、计算机、自动化等相关专业；2.	熟悉基础网络协议，具有TCP/UDP或LWIP socket编程开发经验;3.	熟悉DLNA/QPLAY/ AIRPLAY等音频投射协议，有相关开发经验;4.	有DSP软件开发经验者优先。",广州黄埔区保利中科广场保利中科广场B座508
探步科技（上海）有限公司,资深应用软件工程师,25-50K,硕士,岗位职责1. 负责ADAS域控制器功能软件的需求分解，方案设计，开发测试等2. 结合应用需求，提供平台选型建议和评估测试方案3. 负责ADAS功能软件的架构设计，维护与重构，整体性能优化等4. 研究和实施视觉感知算法部署加速和并行优化等关键技术岗位要求1. 计算机或电子信息工程等相关专业博士学历，或硕士学历并具备3年及以上相关工作经验2. 具备多核异构软件开发经验，熟练掌握多线程编程，进程调度和进程间通信3. 熟悉MiL/SiL/HiL等仿真架构设计4. 可以使用中英文进行流畅的技术沟通，具备良好的沟通协调能力5. 具备系统性思维，善于全面思考和发现问题本质，乐于接受挑战加分项1. 具备ADAS产品的量产项目经验2. 熟悉ADAS感知、融合、定位、规控等算法中的任意一种3. 熟悉深度学习算法的工作原理和开发流程4. 具备并行优化和流水线设计经验5. 熟悉ASPICE开发流程,上海浦东新区阿里云创新中心宝马初创车库3-7层
常州联力自动化科技有限公司,图像软件工程师,20-30K·14薪,硕士,"工作职责：1、负责相关产品、项目的3D画面、视频分析及图形识别模块；2、负责在平台上做数据挖掘、故障及预警分析；3、负责项目的视频分析、矸石带分析。具体要求：1、硕士及以上学历，电子、电路、通信、微电子、自动化等相关专业；2、熟悉Caffe,Tensorflow,MXNet,Theno等开源深度学习框架的一种；3、掌握CNN/RNN/LSTM等常用深度学习技术；4、熟悉掌握Python或C/C++、Java开发语言，熟练使用OpenCV和Matlab;5、对图像处理、模式识别、深度学习理解，熟悉主流算法，具有较好的数学功底；6、在图像视频场景语义生成，图像视频检索、目标检测等方向有项目研发经验。",常州新北区常州联力自动化科技有限公司(汉江西路)汉江路116号
北京航天遥感国际科技发展有限公司,GIS软件工程师,12-24K,硕士,岗位职责:1. 用户需求调研及行业解决方案设计；2. 项目需求分析、建设方案、招投标技术方案编制；3. 详细需求分析、技术路线设计；4. 与客户沟通、交流、技术支持等工作。要求:1、具有测绘、GIS、遥感等相关专业硕士研究生学历；2、熟悉常用GIS软件，熟悉GIS主流技术及行业应用；3、具有商业敏感性，逻辑思维能力强，有良好文档编辑能力，具有独立分析和解决问题的能力；4、有良好的团队意识、语言表达能力和沟通能力，责任心、主动性强。,北京海淀区硅谷亮城2A号楼601
遨博（江苏）机器人有限公司,ROS软件工程师,20-30K,硕士,1、基于ROS 、RViZ开发6/7DOF机械臂运动控制软件；2、编写机械臂运动控制节点，实现ROS-i接口3、维护机械臂ROS开源代码,北京海淀区海青大厦A座A座8层801
上海优爱宝智能机器人科技股份有限公司,C++软件工程师,12-24K,硕士,1、本科及以上学历，自动化、计算机软件类专业；2、精通C/C++、，QT，Java，平台：Linux，Windows者的优先。3、具有系统分析设计能力，能独自解决整体规划方案，制定技术规范；4、熟悉多种通讯接口；熟悉数据结构和算法；5、熟悉机器人控制、图像处理等优先考虑。薪金待遇：底薪10~50万元/年，具体薪酬由受聘岗位职级决定。注：技术团队由留美回国的朱海鸿博士带领，朱博士获得机械工程和机器人自动控制专业博士学位，先后在新加坡机器人研究中心，新加坡军工企业（新加波科技）、美国佐治亚理工大学智能机械实验室等在机构从事机器人领域的研究和开发工作，对目前最先进的机器人设计的技术和理念具有深厚的理论功底和实践经验，获得“上海浦江人才”、“常州领军人物”、“张江优秀人才”、“上海市千人计划专家”、“上海工匠”、“浦东三十年三十人”等荣誉。,嘉兴平湖市平湖智创园(建设中)B3
深圳市睿达科技有限公司,C++软件工程师,20-30K,硕士,"1、矢量和图像数据分析和处理；2、CAM/CNC核心算法模型选择、设计与验证。岗位要求：1、重点大学研究生学历，机电、计算机、数学、图形学等相关专业；2、了解常见的CAM轨迹规划算法,CNC运动控制算法,轨迹平滑算法以及最优路径算法；3、熟练掌握平面几何知识,对向量,矩阵使用熟练，熟悉C++11,有面向对象编程的思维逻辑；4、较强的责任心和主动性，良好的创新和设计意识，良好的团队合作能力。",深圳南山区网谷科技大厦2期B座202
深圳市佳美智创科技有限公司,linux软件工程师,40-70K,硕士,岗位职责：1. (Wi-Fi/Bluetooth/GNSS方向)2.负责Linux侧相关模块方案设计及开发，涉及电源管理、固件启动、异常管理、日志管理等；3. 负责Linux侧PCIE/USB/UART/I3C/DMA等相关驱动开发调试；4. 负责Linux侧performance及low power相关优化，并解决相关稳定性问题，保证项目量产准出。任职要求：1.电子工程、计算机工程或相关专业本科以上学历；2.熟练掌握C/C++语言，掌握常用数据结构和算法；3.具有5年以上Linux kernel相关工作的经验，熟悉操作系统调度原理，内存管理，进程管理，中断处理，文件系统等；4.具有PCIE/USB/UART等驱动开发经验的优先；5.具有良好的英文读写能力、文档撰写能力、沟通与合作能力；6.有责任心，有自我驱动力。备注：本职位工作地点上海，成都,深圳南山区彩讯3176号
上海华大九天信息科技有限公司,C++软件工程师（DB）,20-40K·15薪,硕士,岗位职责：1.针对设计EDA领域面向STA/PR的DataBase；2.内部具体数据结构的设计，管理和维护。岗位要求：1.熟悉STA/Verilog/TimingLib语法和内容，能实现或者改造相关Parser；2.扎实掌握C++编程，熟悉C++11更好；3.熟悉常规算法，能评估函数实现的时间复杂度和空间复杂度；4.熟悉线程和锁的概念，对加解锁开销有大致了解，能实现线程安全的函数；5.了解new/delete背后的开销，能了解tcmalloc等原理最好；,上海浦东新区华大半导体新园区C座
"
季华实验室
",机器人软件工程师,18-25K,硕士,职位详情：1.?????? 负责机器人整机软件架构搭建、核心代码编写及整机PLC逻辑设计；2.?????? 负责机器人空间运动学/力控算法/图像处理算法的集成与应用；3.?????? 参与机器人整机控制系统的规划与方案设计；4.?????? 参与机器人整机电气系统的规划与方案设计；5.?????? 参与控制系统的硬件搭建及调试；6.?????? 编写相关规范性技术文档。任职资格：1.?????? 211/985硕士及以上学历，计算机、自动化、机械工程等相关专业毕业；2.?????? 两年以上系统工程经验，具有完整的机器人运动控制研发经历；3.?????? 熟悉嵌入式软件开发，具有较强的编程能力，熟悉1-2门编程语言（C++，Python）；4.?????? 具有机械臂控制、机器视觉开发经验者优先；5.?????? 具有较好的沟通协调能力、执行力、敬业精神、团队合作精神。,佛山南海区承业大厦
成都中嘉微视科技有限公司,高级视觉软件工程师,20-30K,硕士,1. 参与公司视觉项目的前期技术评估，并给出解决方案和计划；2. 根据产品需要，完成相应视觉软件和视觉检测功能的评估、设计和开发；3. 制定相关测试流程和规范，建立测试标准，确保软件的稳定性和检出能力；4. 持续升级和完善软件，满足新功能，提升UI友好性，确保软件的可维护性；5. 做好软件的版本管控；6. 建立标准的视觉软件操作流程，帮助相关人员更好的使用视觉软件；,成都郫都区成都中嘉微视科技有限公司4栋
苏州博理新材料科技有限公司,C/C++软件工程师,15-30K,硕士,职位描述：1、负责产品应用软件开发与维护；2、负责产品测试台程序开发；3、编写软件概要设计、详细设计、使用说明等技术文档；?岗位要求：1、本科及以上学历，自动化、计算机等相关专业；2、熟悉三维网格模型处理，三维模型根据不同的场景打印，并能进行轻量化处理；3、精通C/C++语言，熟悉windows/Linux系统开发环境，精通多线程开发，具有良好的软件开发基础；4、刻苦努力，自我学习能力强，善于沟通和团结同事，有较强的团队精神。,苏州吴江区苏州科晨工业园4楼
武汉启辰瑞联技术有限公司,电机控制软件工程师,18-30K·15薪,硕士,主要负责永磁同步电机控制软件开发，包括控制环路参数优化，各种保护功能设计，用户接口设计等等。岗位要求：1、硕士及以上，机电一体化、电子电路、电力电子、嵌入式、自动化等相关专业；2、3-4年以上相关经验，良好的数学、物理基础，精通控制理论的工程应用；3、精通永磁同步电机驱动软件的调试和性能优化，熟悉FOC算法、PID参数的调试；4、熟悉MCU编程；熟悉simulink/matlab仿真；5、熟悉代码编写规范；6、成功主导完成过产品开发；7、有轮毂电机控制、伺服控制、变频器控制等工作经验者优先。,武汉洪山区昊天大厦604
东南数字经济发展研究院,机器人软件工程师,12-24K,硕士,"职位描述：  机器人与机器视觉开发，定位与导航，路径规划职位要求：  1. 硕士研究生及以上学历；2.  有C/C++或Python 编程经验；3.  熟悉ROS，ROS2；4.  熟悉SLAM。年薪（元）：1.	研发人员：硕士15w起+团队绩效；博士25w起+团队绩效2.	专职工作人员：15w左右（含绩效）3.     针对引进的优秀硕士/博士人才提供购房补贴与安家补助硕士：购房补贴:30W    安家补助：10W博士：购房补贴:120W    安家补助：40W更多岗位信息，请关注东南数字经济发展研究院官方微信联系人：闻老师                       联系电话：************联系地址：浙江省衢州市西区衢时代创新大厦16楼",衢州柯城区衢时代创新大厦16层
北京润科通用技术有限公司,控制软件工程师（天津）,14-26K,硕士,1.进行不同控制系统（典型对象如电机伺服变频器或电力电子变流设备）的系统总体方案设计、先进控制律设计、仿真原理验证、嵌入式代码实现、实际产品调试等相关工作；2.上述控制器产品的配套半实物仿真测试环境的方案设计、模型开发、集成实现、调试；,天津西青区赛达国际工业城天津市西青区赛达国际工业城C6-1
新奥新智科技有限公司,系统仿真软件工程师/专家,20-40K·14薪,硕士,岗位职责：1、熟悉C/C++语言，Matlab/Simulink/openmodelica编程，具备一定的软件调试及开发经验。2、编写C/C++产品的程序设计及相关技术文档；岗位要求：1. 熟悉modelica语言， 熟练掌握编程与模拟软件openmodelica2.具备扎实的数学基础和数据分析能力3. 针对所设计的器件参数与得到的特性，设计相应的控制策略与方法、采用openmodelica/MATLAB/simulink软件进行系统仿真实验4. 从事工业自动化生产线设计及CAE（系统仿真）工作者优先5.工作地点可以自行选择北京、上海或南京,北京朝阳区摩托罗拉大厦F7
比亚迪汽车有限公司,高级软件工程师（C++）,15-24K,硕士,1、本科及以上学历，计算机、通讯、自动及相关专业，5年以上软件产品设计开发经验。2、精通C/C++基本语法及原理，精通至少一种C/C++ IDE。3、熟练掌握Windows环境开发技术，如：进程间通讯、多线程、面向动态链接库编程或面向COM编程。4、具有面向对象思维，熟练掌握STL，熟练使用RALL机制。5、熟练掌握TCP\UDP通信软件开发，有IOCP开发经验，了解或使用Modbus\S7\Fins\OPC等通信协议，有open62541开发经验最佳。6、具备数据库技术，熟练掌握基于ADO的C++数据库编程。7、具有较强的分析问题和解决问题的能力，能够独立定位并解决测试发现的BUG。8、熟练使用Git代码管理工具。,西安长安区西安比亚迪汽车有限公司高新厂(主门)研发大楼
纵目科技（上海）股份有限公司,C++高级软件工程师,25-40K·13薪,硕士,"职位描述：1.基于嵌入式平台，将算法人员训练好的模型，集成到软件中。2.嵌入式平台中，相关模型后处理算法的实现与软件功能调试。3.项目工程软件模块的开发与调优。岗位要求：1. 计算机，电子通信，自动化等相关专业，硕士及以上，有3年以上C++开发经验。2. 对嵌入式linux平台，具有丰富的开发经验。有应用层软件开发经验，对mcu,bsp模块有接触和调试经验更加。3. 熟悉常用的C++标准库，如STL,BOOSTING等，熟悉多线程开发与性能调优。对软件框架，设计模型有深刻理解。4. 有一定的计算机视觉，滤波等算法基础，优先考虑。5. 有自动驾驶相关的项目经验，优先考虑。6. 有python开发经验，优先考虑。7.工作地点在北京-回龙观",北京昌平区回龙观东大街318号院501室
上海诺生医疗科技有限公司,运动控制软件工程师,25-30K·15薪,硕士,1、运动控制软件开发经验5年以上2、具备系统架构和软件重构能力3、具有良好的代码规范4、能够带领3人以上团队开展代码开发,上海浦东新区上海睿刀医疗科技有限公司三楼
安霸半导体技术（上海）有限公司,雷达应用软件工程师,35-40K·13薪,硕士,岗位职责：    1. 配合雷达模块开发，并完成4D成像雷达车载及工业应用及相关开发；    2. 配合商务推广公司产品，提供技术支持；    3. 了解客户需求，支持客户完成雷达配置使用。配合客户完成问题定位，提供解决方案；    4. 在现场配合用户完成测试，复现雷达关键性能指标；    5. 算法和软件嵌入式移植；岗位要求：    1. 对数据敏感，掌握主流数据结构，有C/C++和Python开发经验，ROS系统开发经验；    2. 熟练掌握Git版本管理工具；    3. 3年以上工作经验；    4. 熟练使用英文；    5. 有SLAM，视觉处理经验者优先；,北京海淀区中关村创业大街2号楼338
亿维特（南京）航空科技有限公司,地面控制系统软件工程师,20-30K,硕士,1.参与公司无人机地面站软件的维护。2.参与公司仿真项目软件开发。3.参与公司测试项目软件开发。4.参与在现有软件基础上根据新功能进行设计、修改、测试工作。5.参与公司新产品的地面站软件开发。6.参与地面站与飞机整体测试。7.编写软件相关文档任职要求：1.熟悉windows环境下QT软件开发，熟练使用QtCreator，GUI界面设计优先；2.熟练运用C/C++编程语言，熟悉掌握面向对象的编程;3.熟练掌握数据结构，了解常用的设计模式;4.熟悉QT工作机制，掌握QT应用开发框架，能够灵活使用Qt的UI、通信、线程、数据库、网络操作等方面技术;5.有QT开发经验，熟悉QSS，QML，能够使用样式对界面和控件进行美化处理，有良好的产品交互意识;6.具有良好的沟通能力，有团队精神和较强的学习能力，文档阅读能力;7.无QT开发经验愿意学习也接受。8.具有软件开发专业背景及相关经验者优先。,南京雨花台区南京大数据产业基地8号楼8栋406室亿维特
苏州博古特智造有限公司,编码器软件工程师,25-35K·13薪,硕士,工作内容：1.负责编码器产品的方案设计及软件开发2.与驱动进行编码器联合调试3.编码器测试方案设计4、分析并解决开发过程中的问题，配合团队成员处理实际问题；任职要求：1、硕士及以上学历、3年以上工作经验；自动化，电气工程，计算机等相关专业2、熟练掌握Verilog语言和基本的数据结构。3、熟练掌握常用FPGA，熟悉主流芯片厂家（Altera、Xilinx等）的开发流程。4、有成熟编码器开发工作经验优先.,苏州吴江区苏州博古特智造有限公司3335号
