职位id,职位名称,职位名称
6906,,"OTA, 天线及雷达测试软件开发工程师"
6907,,GNC算法与系统软件工程师
6908,,嵌入式mcu软件工程师
6909,,嵌入式高级软件工程师
6910,,电驱应用层软件开发高级工程师
6911,,嵌入式系统软件工程师
6912,,AI芯片软件工程师(算子开发)
6913,,分布式存储软件工程师
6914,,高级物理层软件工程师
6915,,电路仿真软件工程师（物理引擎方向）
6916,,软件开发网页设计计算机工程师简历写作兼职
6917,,AI架构及软件工程师
6918,,光学软件工程师
6919,,EDA工具软件开发工程师(A8283)
6920,,AI系统软件工程师
6921,,C++软件工程师
6922,,高级C++软件工程师
6923,,高级c++软件工程师
6924,,电控软件工程师(上海)
6925,,数控系统软件工程师
6926,,linux软件工程师
6927,,感知业务软件工程师
6928,,芯片软件工程师-Camera
6929,,Linux C++ 资深软件开发工程师
6930,,软件经理&高级软件工程师
6931,,电机驱动软件工程师
6932,,物理层软件工程师
6933,,运动控制软件工程师
6934,,通信协议软件工程师/专家
6935,,智驾地图业务部_软件开发工程师 (资深/高级
6936,,高级应用层软件工程师
6937,,AI工具链软件工程师
6938,,视觉软件工程师（机器视觉专家）
6939,,主任软件工程师（逆变器）
6940,,软件开发网页设计计算机工程师简历写作兼职
6941,,高级软件工程师（手机soc性能功耗）
6942,,无线自组网协议栈软件工程师
6943,,软件工程师-数值分析/高性能计算/并行编程
6944,,AI软件工程师 - 神经网络超大模型训练方向
6945,,通用软件开发工程师(社招岗位)
6946,,软件开发开工程师_大数据平台后端方向
6947,,C++软件开发
6948,,软件开发总监
6949,,CFD仿真软件开发专家
6950,,无线通信测试仪表通信软件开发
6951,,研发总工程师
6952,,（船舶行业）副总工程师
6953,,医疗器械研发内窥镜总工程师
6954,,Software Engineering Manager
6955,,Software Technical Program Manager
6956,,应用软件主任工程师
6957,,软件研发工程师
6958,,软件测试工程师
6959,,嵌入式软件工程师
6960,,自动驾驶软件架构工程师
6961,,软件OS功能安全工程师
6962,,嵌入式软件工程师
6963,,嵌入式软件工程师
6964,,软件功能开发工程师_XC-DX
6965,,嵌入式软件工程师mcu
6966,,高级嵌入式软件工程师
6967,,MCU嵌入式软件工程师
6968,,通信软件算法工程师（成都、上海）
6969,,高级嵌入式软件工程师
6970,,嵌入式软件开发工程师
6971,,嵌入式软件开发工程师
6972,,6G物理层软件(DSP)开发工程师
6973,,Android图形图像音频显示嵌入式软件工程师
6974,,BJ-嵌入式软件开发工程师（智能驾驶）
6975,,后端开发工程师
6976,,软件研发项目经理
6977,,驱动软件专家
6978,,ElasticSearch工程师
6979,,自动驾驶算法/软件
6980,,资深后端工程师
6981,,软件总监/总架构师
6982,,软件系统架构师
6983,,Java开发工程师
6984,,JAVA开发工程师（高级）
6985,,高级Java开发工程师
6986,,IDE工具开发工程师
6987,,快手高级Java开发工程师
6988,,腾讯广告-java后台开发工程师
6989,,高级Java开发工程师（仓储管理方向）
6990,,广告投放Java开发工程师【海外技术】
6991,,密码算法工程师
6992,,Android应用工程师
6993,,医学影像算法工程师/研究员
6994,,算法工程师
6995,,算法工程师
6996,,算法工程师
6997,,算法工程师
6998,,算法工程师
6999,,算法工程师
7000,,高级SOC工程师
7001,,硬件工程师
7002,,BSP工程师
7003,,FPGA工程师
7004,,算法工程师
7005,,CAD工程师
7006,,算法工程师
7007,,测试工程师
7008,,DFT工程师
7009,,算法工程师
7010,,算法工程师
7011,,算法工程师
7012,,算法工程师
7013,,点云编码工程师
7014,,感知算法工程师
7015,,rtos工程师
7016,,SOC设计工程师
7017,,FPGA开发工程师
7018,,通信算法工程师
7019,,SLAM算法工程师
7020,,超声FPGA工程师
7021,,C＋＋开发工程师
7022,,CODEC验证工程师
7023,,C#开发工程师
7024,,AI算法工程师
7025,,雷达总体工程师
7026,,EDA研发工程师
7027,,资深DFT工程师
7028,,芯片CAD工程师
7029,,SOC架构工程师
7030,,硬件工程师
7031,,BSP工程师
7032,,soc设计工程师
7033,,医学图像工程师
7034,,解决方案工程师
7035,,CODEC验证工程师
7036,,决策算法工程师
7037,,IC CAD工程师
7038,,先行算法资深工程师
7039,,SLAM算法工程师
7040,,射频工程师
7041,,光学工程师
7042,,算法工程师
7043,,FPGA工程师
7044,,FPGA工程师
7045,,系统总体工程师
7046,,SLAM算法高级工程师
7047,,NLP算法工程师
7048,,车载平台工程师
7049,,SoC架构工程师
7050,,功能安全工程师/专家
7051,,Android性能优化工程师
7052,,数字验证工程师
7053,,深度学习工程师
7054,,fpga设计工程师
7055,,数字前端工程师
7056,,助听器算法工程师
7057,,芯片设计工程师
7058,,规划算法工程师
7059,,模拟电路工程师
7060,,射频芯片工程师
7061,,CPU验证工程师
7062,,BMS算法工程师
7063,,高级硬件工程师
7064,,决策规划工程师
7065,,量化开发工程师
7066,,视频算法工程师
7067,,视觉算法工程师
7068,,模拟设计工程师
7069,,模拟设计工程师
7070,,高级算法工程师
7071,,运动控制工程师
7072,,视觉算法工程师
7073,,高级算法工程师
7074,,推荐算法工程师
7075,,仿真算法工程师
7076,,定位算法工程师
7077,,点云算法工程师
7078,,电磁仿真工程师
7079,,光学工程师（高级）
7080,,定制电路工程师
7081,,高级测试工程师
7082,,芯片验证工程师
7083,,感知算法工程师
7084,,预研工程师
7085,,算法广告工程师
7086,,点云融合工程师
7087,,资深FPGA工程师
7088,,资深指纹算法工程师
7089,,基础算法工程师/专家
7090,,高级c++开发工程师
7091,,电控制动算法工程师
7092,,高性能计算工程师
7093,,传感器应用资深研究工程师
7094,,ADAS地图资深工程师
7095,,芯片研发工程师
7096,,数字ic验证工程师
7097,,物理算法工程师
7098,,高级算法工程师
7099,,高级电源工程师
7100,,电机设计工程师
7101,,资深光学工程师
7102,,芯片验证工程师
7103,,资深算法工程师
7104,,高精地图算法工程师
7105,,算法部署工程师
7106,,射频芯片设计工程师
7107,,技术应用工程师
7108,,IC设计工程师
7109,,SLAM算法工程师
7110,,资深算法工程师
7111,,C++高级工程师
7112,,高级算法工程师
7113,,AIGC算法工程师
7114,,资深算法工程师
7115,,射频电路工程师
7116,,SLAM算法工程师
7117,,广告算法工程师
7118,,伺服控制工程师
7119,,编译器高级工程师
7120,,3D导航算法工程师
7121,,DSP开发工程师
7122,,视觉图像算法工程师
7123,,智能驾驶工程师
7124,,IC设计工程师
7125,,TCAD仿真工程师
7126,,模拟设计工程师
7127,,IC设计工程师
7128,,推理引擎开发工程师
7129,,视频编码算法工程师
7130,,规划控制算法工程师
7131,,高级C++开发工程师
7132,,高级数字电路工程师
7133,,密码学高级工程师
7134,,slam高级算法工程师
7135,,资深嵌入式工程师
7136,,UWB定位算法工程师
7137,,模拟芯片设计工程师
7138,,资深模拟芯片工程师
7139,,SOC 设计工程师
7140,,资深视觉算法工程师
7141,,算法工程师/算法专家
7142,,高级脑电算法工程师
7143,,嵌入式硬件工程师
7144,,几何计算算法工程师（C++）
7145,,3D视觉算法工程师
7146,,高级算法工程师（AI影像）
7147,,数字芯片设计工程师
7148,,运动规划算法工程师
7149,,高级C++开发工程师
7150,,高速模拟电路工程师
7151,,NLP算法工程师（资深）
7152,,VSLAM算法工程师
7153,,slam算法工程师
7154,,高级算法工程师
7155,,高级算法工程师
7156,,图像算法工程师
7157,,嵌入式驱动工程师
7158,,人工智能工程师-搜索工程师
7159,,模拟芯片设计工程师
7160,,高级视觉算法工程师
7161,,系统架构工程师（Wi-Fi方向）
7162,,C++高级开发工程师
7163,,fpga原型验证工程师
7164,,运动规划算法工程师
7165,,大模型算法工程师
7166,,高级算法工程师（C++）
7167,,控制算法工程师(E4417)
7168,,推荐算法工程师
7169,,算法高级工程师
7170,,视觉算法工程师
7171,,C＋＋开发工程师
7172,,C/C++工程师
7173,,数字ic验证工程师
7174,,通信研发工程师
7175,,IC验证工程师
7176,,Software Development Engineer
7177,,ARM软件开发工程师
7178,,AI软件开发工程师
7179,,BMS底层软件开发工程师
7180,,AI软件工程师
7181,,存储软件工程师
7182,,高级软件工程师
7183,,Audio音频软件工程师
7184,,化工管道工程师
7185,,光机结构工程师
7186,,分子研发工程师
7187,,光学设计工程师
7188,,芯片研发工程师
7189,,高级光学工程师
7190,,通讯高级工程师
7191,,高级研发工程师
7192,,生信工程师（科研方向）
7193,,制冷研发工程师
7194,,小天鹅电器有限公司招聘质量管理/测试
7195,,先行研究工程师-热力学
7196,,嵌入式硬件工程师
7197,,物联网开发工程师
7198,,CAE求解器算法工程师
7199,,生物传感器研发工程师
7200,,预研工程师（博士）
7201,,视觉AI算法工程师
7202,,算法工程师
7203,,性能优化工程师（C++）
7204,,机器视觉研发工程师
7205,,人工智能高级工程师
7206,,运维工程师
7207,,仿真工程师
7208,,VTK图像算法工程师
7209,,地球物理算法工程师
7210,,林业工程师
7211,,光学工程师
7212,,计算化学应用工程师
7213,,机器视觉高级工程师
7214,,电池PACK工程师
7215,,信息系统需求论证工程师
7216,,生物信息分析工程师
7217,,环境模拟工程师（污水处理）
7218,,高级生物信息分析工程师
7219,,模拟计算工程师
7220,,产品经理工程师
7221,,机械研发工程师
7222,,化工研发工程师
7223,,云计算工程师
7224,,cae仿真工程师
7225,,图像算法工程师
7226,,机器人自动化控制高级工程师
7227,,资深研发工程师（博士）
7228,,高级研发工程师（博士）
7229,,研发工程师（分子2）
7230,,电子信息专业工程师
7231,,人工智能算法工程师
7232,,热管理系统集成工程师-上海(P6841)
7233,,计算模拟工程师（高感知材料数据库方向）
7234,,先进器件研发工程师(XJ000065)
7235,,高级技术支持工程师（材料科学）
7236,,激光SLAM+反光板融合算法工程师
7237,,算法工程师（异地招聘，地点在无锡）
7238,,软件技术合伙人
7239,,博士后（清华软件学院）
7240,,高级java开发工程师
7241,,区块链高级工程师
7242,,高级研发工程师
7243,,博士后科研人员
7244,,工业互联网技术总监
7245,,互联网信息传播关键技术研究岗
7246,,清华大学博士后-互联网治理与数据治理方向
7247,,上海交通大学互联网研究课题组招聘博士后
7248,,web前端
7249,,机械工程师
7250,,研发工程师
7251,,研发工程师
7252,,电子工程师
7253,,研发工程师
7254,,研发工程师
7255,,测试工程师
7256,,算法工程师
7257,,节能工程师
7258,,研发工程师
7259,,科研工程师
7260,,仿真工程师
7261,,橡胶工程师
7262,,SLAM算法工程师
7263,,模具设计工程师
7264,,高级研发工程师
7265,,专家级CAE工程师
7266,,高级研发工程师
7267,,光通信工程师
7268,,通信标准工程师
7269,,算法科研工程师
7270,,热电协同工程师
7271,,印染助剂工程师
7272,,食品研发工程师
7273,,生物应用工程师
7274,,高级研发工程师
7275,,新能源工程师
7276,,高级光学工程师
7277,,材料研发工程师
7278,,吸尘器电控工程师
7279,,技术支持工程师
7280,,激光应用工程师
7281,,技术、研发工程师
7282,,算法工程师
7283,,仿真工程师
7284,,薄膜工艺工程师
7285,,技术支持工程师
7286,,高级器件物理工程师
7287,,高级研发工程师
7288,,水性涂料工程师
7289,,研发工程师（博士）
7290,,高级研发工程师（博士）
7291,,生物信息学工程师
7292,,高级食品工程师（博士）
7293,,正极材料开发工程师
7294,,材料工程师（新材料开发）
7295,,化工工程师/日化产品
7296,,高分子材料工程师
7297,,研发工程师（应届博士）
7298,,高级嵌入式工程师
7299,,机械工程师
7300,,研发工程师
7301,,算法工程师
7302,,化工工程师
7303,,研发工程师
7304,,生信工程师
7305,,研发工程师
7306,,运维工程师
7307,,原材料研发工程师
7308,,研发工程师-DNA合成
7309,,高级研发科学家/工程师
7310,,农用微生物研发工程师
7311,,资深主管工程师（土木结构专业）
7312,,锂电池研发工程师
7313,,工艺研发助理工程师
7314,,研发工程师（无机陶瓷砂轮）
7315,,高级质谱研发工程师（博士）
7316,,健康食盐产品总工程师
7317,,研发工程师-博后
7318,,生物试剂研发工程师
7319,,高级研发工程师
7320,,高级预研工程师 (MJ000170)
7321,,酶工程师-生物信息学
7322,,高分子材料研发工程师
7323,,先行研究主任工程师-流体仿-W5177U
7324,,新能源汽车充电桩工程师
7325,,高级视觉算法工程师
7326,,计算成像算法工程师
7327,,研发工程师（基础研究）
7328,,高级生物研发工程师
7329,,高级研发工程师（储备）
7330,,交通安全咨询工程师
7331,,农用微生物研发工程师
7332,,资深主管工程师（土木结构专业）
7333,,锂电池研发工程师
7334,,工艺研发助理工程师
7335,,催化剂高级研发工程师
7336,,研发工程师（博士研究生）
7337,,原材料研发工程师
7338,,高级研发科学家/工程师
7339,,研发工程师-DNA合成
7340,,（应届生/实习生）材料工程师
7341,,高级研发工程师（有机化学博士）
7342,,人工智能教育算法高级工程师
7343,,耐火材料研发与应用工程师
7344,,医药研发工程师
7345,,导航算法工程师
7346,,高级研发工程师
7347,,高级电气工程师
7348,,ngs研发工程师
7349,,视觉算法工程师
7350,,研发工程师（博士）
7351,,高级研发工程师（可接受博士应届生）
7352,,石墨烯研发工程师
7353,,液流电池工程师
7354,,新材料研发工程师（深圳）
7355,,聚合物拓展应用研发工程师
7356,,重组蛋白疫苗高级研发工程师
7357,,高级深度学习算法工程师
7358,,医疗器械研发工程师
7359,,改性研发工程师
7360,,生物材料研发工程师
7361,,半导体器件设计工程师
7362,,高级技术工程师（博士）
7363,,气象海洋算法工程师
7364,,研发工程师/研发总监
7365,,蛋白质组学高级测试工程师
7366,,信号处理算法工程师（成都）
7367,,有色冶金材料工程师  博士
7368,,高分子材料研发工程师（博士）
7369,,高级研发工程师（电催化方向）
7370,,秘书长/副秘书长/标准化工程师/标准化专家
7371,,研发工程师（应博北京户口指标）
7372,,质谱研发工程师（博士） (MJ000205)
7373,,产品研发工程师（应届博士技培生）(J10953)
7374,,研发工程师（高分子专业研究生/博士生）
7375,,植物基因工程研究员/工程师
7376,,生物信息分析工程师
7377,,氟化工高级研发工程师【人才培养】
7378,,2023校招-解决方案工程师(003890)
7379,,软件算法工程师G2118
7380,,可信智能软件研究工程师
7381,,基础软件技术研究工程师
7382,,仿真软件研发工程师（北京）
7383,,软件核心研发工程师
7384,,电机控制软件工程师岗
7385,,嵌入式软件开发工程师
7386,,通用软件开发工程师
7387,,（EDA软件）资深计算电磁场算法工程师
7388,,嵌入式软件工程师-（应届博士生）
7389,,Java研发工程师
7390,,荣耀博士招聘（软件方向）
7391,,算法工程师
7392,,功率超声工程师
7393,,高级研发工程师（博士） (MJ000242)
7394,,领军工程师
7395,,材料工程师
7396,,电气工程师
7397,,研发工程师
7398,,电力工程师
7399,,光学工程师
7400,,结构工程师
7401,,算法工程师
7402,,算法工程师
7403,,算法工程师
7404,,模拟计算工程师
7405,,数值计算工程师
7406,,研发主任工程师
7407,,高薪算法工程师
7408,,底盘电控工程师
7409,,算法工程师（深圳）
7410,,研发工程师
7411,,冲压工程师
7412,,售前工程师
7413,,仿真工程师
7414,,结构工程师
7415,,模拟计算工程师
7416,,电池PACK工程师
7417,,CFD仿真工程师
7418,,光机结构工程师
7419,,图像算法工程师
7420,,GaN器件工程师
7421,,光学设计工程师
7422,,高级AI工程师
7423,,芯片研发工程师
7424,,传感器研发工程师
7425,,光学设计工程师
7426,,制冷系统设计工程师
7427,,标准工程师
7428,,光学工程师
7429,,算法工程师
7430,,电机电磁工程师
7431,,机械研发工程师
7432,,化工研发工程师
7433,,产品经理工程师
7434,,高级仿真工程师
7435,,通信技术工程师
7436,,CAE高级算法工程师(光学)
7437,,药理药效工程师
7438,,科研工程师（博士）
7439,,物理算法工程师
7440,,cae仿真工程师
7441,,高级光学工程师
7442,,大数据工程师
7443,,高级光学工程师
7444,,高级算法工程师
7445,,液压研发工程师
7446,,机械研发工程师
7447,,资深研发工程师
7448,,区块链工程师
7449,,研发工程师（校招博士）
7450,,电池基础研发工程师
7451,,安全开发工程师
7452,,高级机械结构工程师
7453,,研发设计主任工程师
7454,,感知融合算法工程师（博士）
7455,,CAE求解器算法工程师
7456,,科研工程师
7457,,合成工程师
7458,,研发工程师-博士
7459,,封装研发工程师
7460,,定位算法工程师
7461,,算法研发工程师
7462,,数据建模工程师
7463,,电化学工程师
7464,,电子光学工程师
7465,,力学工程师
7466,,高级算法工程师
7467,,高级算法工程师
7468,,生信工程师（科研方向）
7469,,毫米波雷达算法工程师
7470,,冲压工程师
7471,,高级AI算法工程师/技术专家
7472,,PCB研发工程师（22/23届博士）
7473,,网络工程师 博士招聘
7474,,生物信息分析工程师
7475,,高级供热系统设计工程师
7476,,电磁场算法工程师
7477,,射频器件仿真设计工程师
7478,,Hyperworks技术支持工程师（SH）
7479,,高级生物信息工程师
7480,,高级生物信息分析工程师
7481,,电机电磁工程师
7482,,机械研发工程师
7483,,化工研发工程师
7484,,产品经理工程师
7485,,液压研发工程师
7486,,机械研发工程师
7487,,音频算法工程师
7488,,资深研发工程师
7489,,区块链工程师
7490,,研发设计主任工程师
7491,,C++开发工程师-2023春招
7492,,催化剂研发工程师（博士）
7493,,信息系统需求论证工程师
7494,,高级自然语言处理算法工程师
7495,,机械工程师（22-23届博士）
7496,,图像算法工程师（23届博士）
7497,,智能交通研发工程师（校招）
7498,,CADD/AIDD 高级算法工程师
7499,,研发工程师（校招博士）
7500,,CFD分析应用工程师
7501,,电池基础研发工程师
7502,,高级光学工程师
7503,,大数据工程师
7504,,高级光学工程师
7505,,高级算法工程师
7506,,安全开发工程师
7507,,热设计工程师（博士）
7508,,化工工程师  博士
7509,,青年科研骨干工程师（农业机器人）
7510,,2023届-博士-工艺工程师-绍兴
7511,,同橙实验室：视觉AI算法工程师
7512,,机器视觉高级工程师
7513,,液压阀研发工程师
7514,,高级生物信息学工程师
7515,,机器视觉高级工程师
7516,,液压阀研发工程师
7517,,高级生物信息学工程师
7518,,机器视觉资深专家工程师
7519,,人工智能算法工程师
7520,,化工工程师  博士
7521,,人工智能工程师（机器视觉方向）
7522,,计算机视觉工程师（博士后岗位）
7523,,仪表产品解决方案工程师（地面方向）
7524,,机器人自动化控制高级工程师
7525,,资深研发工程师（博士）
7526,,技术研发工程师（锅炉）
7527,,高级研发工程师（博士）
7528,,计算蛋白质工程师
7529,,体外诊断试剂研发工程师
7530,,医疗器械研发工程师
7531,,类脑算法工程师
7532,,储能博士（高级研发工程师）
7533,,算法工程师（博士/博后）
7534,,人工智能算法工程师
7535,,光子芯片设计高级工程师（近观）
7536,,半导体检测设备  资深机械结构设计工程师
7537,,三维重建算法工程师
7538,,机械臂控制算法工程师
7539,,先进器件研发工程师(XJ000065)
7540,,高性能计算研发工程师
7541,,医疗影像高级工程师/总监
7542,,金属材料研发高级工程师
7543,,工艺研发工程师（社招博士、高薪）
7544,,新型微纳米系统控制博士后/工程师
7545,,双极板/质子交换膜工程师（燃料电池方向）
7546,,通用软件开发工程师
7547,,调度器技术研究工程师
7548,,CAE仿真设计工程师
7549,,主任工程师
7550,,高级研发工程师
7551,,材料生长工程师
7552,,模拟计算工程师
7553,,通信标准化工程师
7554,,高级硬件工程师
7555,,材料应用工程师
7556,,射频工程师（博士）
7557,,计算化学工程师
7558,,云计算工程师
7559,,先行研究工程师-微波技术
7560,,光学工程师（博士）
7561,,算法工程师（博士应届）
7562,,封装研发高级工程师
7563,,小天鹅电器有限公司招聘质量管理/测试
7564,,合成生物工程师
7565,,数字孪生仿真工程师
7566,,CAE求解器算法工程师
7567,,人工智能高级研发工程师
7568,,高级运动控制算法工程师
7569,,系统建模与开发工程师
7570,,类脑算法工程师
7571,,生物传感器研发工程师
7572,,高端电机设计工程师
7573,,网络工程师 博士招聘
7574,,射频器件仿真设计工程师
7575,,光学工程师（博士）(U0162)
7576,,高级供热系统设计工程师
7577,,2023届-博士-工艺工程师-绍兴
7578,,音频算法工程师（23届博士）
7579,,光学工程师（22-23届博士）
7580,,物理光学（电磁波）应用科技工程师
7581,,CV核心算法研究工程师（博士人才引进）
7582,,算法工程师（异地招聘，地点在无锡）
7583,,高级硬件工程师（项目经理级）
7584,,人工智能算法工程师（博士计划）
7585,,结构设计和热仿真工程师
7586,,仪表产品解决方案工程师（地面方向）
7587,,光子芯片设计高级工程师（近观）
7588,,软件开发工程师
7589,,软件开发工程师（通用）
7590,,camera软件工程师
7591,,智能集群软件开发工程师
7592,,第一性原理高级仿真工程师
7593,,求解器算法开发工程师
7594,,硬件工程师
7595,,模拟计算工程师
7596,,地质or 油藏工程师
7597,,主任算法工程师
7598,,先行研究工程师-微波
7599,,硅光工程师
7600,,高级AI算法工程师
7601,,高级控制算法工程师
7602,,网络安全工程师-博士-校招
7603,,CFD求解器开发工程师
7604,,算法工程师（博士/博后）
7605,,医疗影像高级工程师/总监
7606,,三维重建算法工程师
7607,,高分子材料研发工程师
7608,,CV核心算法研究工程师（博士人才引进）
7609,,青年科研骨干工程师（农业机器人）
7610,,软件工程博士
7611,,基础软件和工具科研岗（云脑所）
7612,,软件研发总监（嵌入式方向）
7613,,AGV研发总监（软件及算法）
7614,,人工智能(通讯、计算机软件IT、信息化方向)
7615,,Java开发工程师
7616,,副研究员、研究员互联网数据，AI金融方向
7617,,实施工程师
7618,,硬件工程师
7619,,细胞制备工程师
7620,,风味化学专家工程师
7621,,芯片高级工程师
7622,,高级算法工程师
7623,,算法工程师（图像算法）
7624,,生物信息工程师
7625,,高级光学工程师/资深光学工程师
7626,,玻璃/陶瓷研发工程师
7627,,算法工程师
7628,,算法工程师
7629,,算法工程师
7630,,算法工程师
7631,,算法工程师
7632,,算法工程师
7633,,高级硬件开发工程师
7634,,NPU模拟器开发工程师
7635,,高级计算机视觉工程师
7636,,云计算安全工程师
7637,,总工程师
7638,,算法工程师
7639,,算法工程师
7640,,算法工程师
7641,,算法工程师
7642,,算法工程师
7643,,高级模拟IC设计工程师
7644,,高级技术工程师
7645,,算法研发工程师
7646,,气象工程师 Meteorologist
7647,,算法工程师（博士）
7648,,AI算法工程师
7649,,核心研发工程师
7650,,AI算法工程师
7651,,高级算法工程师
7652,,资深算法工程师
7653,,电机开发工程师
7654,,NLP算法工程师
7655,,电子工程师
7656,,总工程师
7657,,雷达算法工程师
7658,,芯片研发工程师
7659,,产品研发工程师
7660,,分子生物学工程师
7661,,资深图像算法工程师
7662,,图像算法工程师（博士）
7663,,算法工程师（偏AI）
7664,,资深图像算法工程师
7665,,语音感知算法工程师
7666,,游戏开发工程师
7667,,通信技术工程师
7668,,图形物理仿真算法工程师（23届博士）
7669,,光学设计工程师
7670,,主任声学工程师
7671,,高级算法工程师
7672,,高级硬件工程师
7673,,资深算法工程师
7674,,研发总工程师
7675,,高级算法工程师
7676,,首席系统架构工程师
7677,,算法工程师
7678,,高级研发工程师（博士）
7679,,资深ic设计工程师
7680,,固体制剂资深工程师
7681,,机器学习高级工程师
7682,,环保设计工程师
7683,,激光雷达算法工程师
7684,,3D视觉算法工程师
7685,,算法工程师（园区-月亮湾）
7686,,人工智能开发工程师
7687,,算法工程师组长
7688,,算法工程师
7689,,虚拟人高级算法工程师
7690,,细胞研发工程师/主任/总监/博士
7691,,高级算法工程师
7692,,画质算法工程师
7693,,图形物理仿真算法工程师（23届博士）
7694,,地图大数据挖掘工程师
7695,,自动化机械设计工程师
7696,,模拟电路设计工程师
7697,,射频前端芯片设计工程师
7698,,高级机器视觉算法工程师
7699,,机器学习/强化学习算法工程师
7700,,技术合伙人/高级研发工程师
7701,,深度学习模型工程师
7702,,应届生-通信算法工程师
7703,,上海高级生物信息工程师
7704,,算法研发工程师
7705,,气象工程师 Meteorologist
7706,,算法工程师（博士）
7707,,AI算法工程师
7708,,核心研发工程师
7709,,AIDU计划深度学习算法工程师
7710,,高级机器学习算法工程师（GPT-RLHF）
7711,,分子生物学工程师
7712,,资深图像算法工程师
7713,,算法工程师（偏AI）
7714,,资深图像算法工程师
7715,,语音感知算法工程师
7716,,算法工程师（运筹优化方向）
7717,,量化交易模块算法工程师
7718,,机器学习高级工程师
7719,,高级深度学习算法工程师
7720,,资深研发工程师  （核技术应用博士）
7721,,研究院院长
7722,,博士后
7723,,高光谱数据处理算法负责人
7724,,图像算法研究员
7725,,资深AI系统架构师
7726,,nlp算法专家
7727,,执行院长
7728,,数据科学家 Applied Scientist - 深度学习
7729,,纳米传感器技术创业合伙人
7730,,生物信息研究员
7731,,AI视觉专家
7732,,视觉研发总监
7733,,研发副总
7734,,博士研究生（2022/2023届）
7735,,具身智能研究员
7736,,光学专家
7737,,雷达系统工程师
7738,,研发总监（BMS）
7739,,自动驾驶-AI架构师&专家
7740,,副总裁
7741,,首席法务官CLO
7742,,数字安全实验室有限公司CEO
7743,,【网易内推】技术类、教育类、博士专项校招
7744,,ai算法专家
7745,,算法研究员
7746,,技术副总裁
7747,,司法科技领军人才
7748,,模拟lC设计
7749,,设备预测性维护研究员
7750,,百万年薪氪学家-算法开发
7751,,研发高层次人才（海外博士/博士后）
7752,,技术负责人
7753,,首席压缩机压发专家
7754,,进站博士后
7755,,深度学习专家(J10904)
7756,,电子对抗信息系统总师
7757,,机器人算法CTO
7758,,光通信CTO
7759,,信号处理设计师
7760,,人工智能算法总监
7761,,算法组长/60k+
7762,,技术总监（博士）
7763,,特聘研究员
7764,,AI/人工智能负责人/Leader
7765,,数据科学家
7766,,技术总监
7767,,博士研究员
7768,,Data Science/Bioinformatics Director
7769,,项目经理/主管
7770,,硅光调制器设计
7771,,人工智能专家/算法专家
7772,,算法研究员（博士可解决北京户口）
7773,,生物信息博士
7774,,联合培养博士后（计算仿真）
7775,,AI算法高级研究员
7776,,新技术研究专家
7777,,无人机技术科研岗
7778,,研发总监
7779,,CADD科学家
7780,,热处理专家
7781,,技术总监
7782,,生信总监
7783,,滤波器专家
7784,,生物技术支持专家
7785,,人工智能研究员
7786,,智联网实验室负责人
7787,,算法总监（CTO/首席算法科学家）
7788,,博士研究员
7789,,首席科学家
7790,,计量博士
7791,,控制算法研究员
7792,,首席技术官CTO-手术机器人方向
7793,,首席研究员（化学工程） (MJ000968)
7794,,技术总监
7795,,算法专家
7796,,人工智能博士(J22696)
7797,,首席技术官CTO
7798,,"量化交易系统开发(IT主管,c++)"
7799,,硅光芯片设计
7800,,算法科学家
7801,,临床前总监
7802,,科学家
7803,,AIGC技术专家/应用科学家
7804,,研究员（北航教师编制岗）
7805,,工业智能大数据首席数据架构师
7806,,算法团队负责人
7807,,深度学习框架计算与优化研究员
7808,,SCI/SSCI教研研究员
7809,,热设计专家
7810,,CTO首席技术官(技术合伙人）
7811,,算法专家
7812,,软件开发工程师（北京/上海/深圳/杭州）
7813,,多媒体软件工程师
7814,,通用软件开发工程师【博士】
7815,,主任工程师
7816,,（声学）算法工程师
7817,,建模仿真工程师
7818,,自动驾驶感知算法工程师/专家
7819,,高级AI算法工程师
7820,,CV核心算法研究工程师（博士人才引进）
7821,,软件架构师
7822,,氢能研发工程师
7823,,算法工程师
7824,,音频算法工程师
7825,,NLP算法工程师
7826,,文本生成算法工程师
7827,,玻璃/陶瓷研发工程师
7828,,光学工程师/算法工程师
7829,,算法工程师
7830,,激光雷达算法工程师
7831,,AI计算机视觉算法工程师
7832,,高级电机控制工程师
7833,,人工智能算法工程师
7834,,【博士招聘】异构内存技术研究工程师
7835,,芯片研发高级工程师
7836,,高级技术工程师
7837,,计算机视觉算法工程师
7838,,高级硬件工程师
7839,,机器人高级研发工程师（博士）
7840,,图像算法工程师（博士）
7841,,资深模拟IC设计工程师
7842,,图形渲染算法工程师（23届博士）
7843,,复杂注射剂资深工程师
7844,,医疗器械研发工程师
7845,,治疗设备研发总监
7846,,资深AI系统架构师
7847,,数据科学家 Applied Scientist
7848,,生物信息研究员
7849,,机械工程博士
7850,,光学专家
7851,,算法组长
7852,,深度学习组长(J10904)
7853,,技术总监（博士）
7854,,Director of Data Science
7855,,科研博士（细胞分子生物肿瘤相关）
7856,,投资总裁/投资人/科学家/教授/专家/领英
7857,,数字化转型高级咨询顾问
7858,,技术合伙人
7859,,临床前总监
7860,,整车策略控制（博士）
7861,,超表面通信系统开发
7862,,运维工程师
7863,,运维工程师
7864,,运维工程师
7865,,运维工程师
