公司名称,职位名称,薪资,学历要求,职位描述,
北京大为知创科技有限公司,前端开发工程师,10-15K,大专,职责描述：1、前端架构设计，业务功能开发；2、维护所负责的功能模块，并不断持续优化功能系统。任职要求1、精通HTML5、CSS及其超类框架、JavaScript、TypeScript、jQuery等常用WEB开发技术，熟练掌握flex布局ES6、ES7等；2、精通 vue 技术栈，有ElementUI、Ant Design、iview一种或多种经验，对 vue3 特性了解者优先；3、能够使用Webpack、Git等常用开发工具，chainWebpack 等配置方法；4、能够独立对组件进行封装，了解组件方法的基础用法，熟悉页面性能优化，熟练解决各种兼容问题；5、4年或4年以上工作经验，有过大中型项目经验者优先。,保定竞秀区保定国家大学科技园1-1-402
海南盛科慧达科技有限公司,前端开发工程师,6-11K,大专,"职位要求：1、2年以上开发经验；2、熟悉VUE框架开发, JavaScript、jQuery、HTML5、CSS3等web相关技术；3、能熟练使用javascript、node、ajax、es6、css3、less等前端技术；4、熟悉PC端、APP、小程序、H5等开发。岗位职责：1、负责BOT、政企项目或智慧校园项目的前端开发工作；2、负责软件开发的单元自测工作；3、负责编写项目需要的相关技术文档。",海口龙华区百方广场A座写字楼13层
江苏本初信息科技有限公司,前端工程师,7-12K·13薪,大专,工作职责：1.参与公司web/小程序等产品的开发、测试2.参与重点、难点技术的学习研究能力要求：1.精通vue，微信小程序开发语言2.有BI数据可视化项目开发经验者优先3.熟练掌握微信小程序的开发流程与优化手段4.参与公司项目的需求分析、原型设计5.参与组件库及其它日常项目的开发6.有BI数据可视化项目开发经验者优先7.具备良好的服务意识、责任心、较强的学习能力、优秀的团队沟通与协作能力,徐州鼓楼区云创科技园C5-5
匠通企业服务（北京）有限公司,前端开发工程师,6-11K,大专,岗位职责：1、根据设计文档完成前端研发工作；2、与后端研发人员配合，讨论交互方式，页面集成工作；3、负责前端的测试计划和优化，编写设计文档和测试分析报告等文档；4、负责前端系统性能优化工作，确立优化方向及可执行和量化的优化方案；5、完成领导交办的其它任务。职位要求：1、统招大专以上学历，软件、计算机、电子工程等相关专业；2、3年以上Web前端工作经验、有企业级前端开发经验；3、熟练使用JavaScript、CSS3、HTML5编程开发，熟悉其标准规范及各浏览器差异；4、精通前端主流框架VUE及VUE生态；5、熟练掌握Ajax、HTTP等基础知识，了解跨域机制；6、熟练前端模块化开发、面向对象编程开发；7、熟练使用jQuery、React、Vue、ng、Ember等框架，能熟练运用前端组件实现功能；8、熟练使用前端代码管理及打包工具。,天津武清区京滨睿城A4号楼
上海晓材科技有限公司,前端开发工程师,8-12K,大专,前端开发工程师工作描述：        1. 参与在线cad新项目开发        2. 协助产品经理、UI设计师、后台开发等完成开发工作岗位要求：1. 熟练掌握Html/Css/JavaScript，能用原生js/jQuery快速开发简易页面。2. 熟悉ES6，HTML5，CSS3等新特性。3. 掌握网页/手机等多端适配。4. 熟练使用Vue或React框架，有相关项目的开发经验。5. 编程习惯良好，对技术有持续的热情，较强的学习能力和责任心。6. 1年以内工作经验，接受优秀应届生。加分项：1. 对WebGL/canvas/ThreeJS等有一定了解2. 对python/php/nodejs等任一后端语言有一定了解,上海徐汇区漕河泾国际孵化中心A区205
南京苏艾科软件技术有限公司,前端开发工程师,9-14K,大专,【岗位职责】：1、负责平台产品页面的web与微信小程序前端开发。2、持续优化前端体验和页面相应速度，研究相关新技术。3、不断探索并总结前端开发模式和规范。4、负责配合后台开发人员进行前端开发。【任职条件】：1、3年以上前端工作经验，学历大专及以上。2、扎实前端基础技能，熟悉HTML5、CSS3、ES5、ES6等相关技术。3、熟悉任一常见MVVM框架，比如熟悉Vue， angularjs框架。4、熟悉webpack等工程化工具，了解前端工程化，模块化，前后端分离。5、熟悉echarts等可视化库。6、熟悉高德，百度，腾讯等地图开发组件。7、熟练开发前后台交互(restful)。,南京江宁区天琪科技大厦2栋14F1406
广州泛睿企业管理信息咨询有限公司,前端开发工程师,7-12K,大专,【岗位职责】1.负责前端技术研发工作；2.负责前端系统设计、编码开发和上线支持工作；3.积极主动，能够前瞻性的考虑技术架构、系统设计，并积极引入最新的技术解决方案 ；4.积极遵守公司的技术标准和技术规范，对最终交付质量负责。【任职要求】1.大专及以上，具有 3年以上前端开发经验，掌握 H5 前端开发技术， 主导系统实施交付的经验；2.熟悉 各种 web 前端技术，熟练跨浏览器、跨终端的开发；3.熟悉 ES6、 JQuery、 AJAX、 H5、 Sass/Less/PostCss 前端技术；4.熟悉 HTML5/CSS3/JavaScript；5.熟悉 React、 Vue、 Angular 任意一种 MVVM 框架；6.了解服务端技术(Node/.NET/Java/Python/PHP)，有使用 JAVA/.NET 开发的经历更佳。【态度要求】1.工作积极主动，有责任心，有良好的团队合作意识；2. 有较强的逻辑思维能力和沟通能力，能够承受一定的工作压力。上班时间及假期：周末双休，早9:00-17:30，法定节假日。,南通崇川区南通复客科技园.
苏州天保供应链信息技术服务有限公司,前端开发工程师,9-12K·13薪,大专,岗位职责：1、负责与 UI设计师、软件开发工程师协作完成web前端的开发工作；2、基于JavaScript框架的应用和项目开发；4、对前端技术的发展趋势保持关注，能不断学习业界最新技术任职资格：1、计算机或相关专业本科以上学历，3年以上前端开发经验。2、熟悉常用数据结构和算法。3、熟悉ES6/7、HTML5、CSS3标准，HTTP协议，JavaScript等基础技术。4、熟悉前端工程化与模块化开发，精通Vue，Angular，Polymer，React至少一种主流框架。5、有ERP、微信小程序项目开发经验优先。6、对用户体验、交互操作流程及用户需求有一定理解，在可用性、可访问性、浏览器兼容性等方面有实践经验。7、良好的沟通能力和团队协作精神，严谨的工作态度与高质量意识，良好的抗压能力。,苏州虎丘区渠诚大厦3层/303室
河北天英软件科技有限公司,前端开发工程师,8-13K,大专,五险、周末双休、带薪年假、定期体检、部门团建、节日福利、学习基金任职要求1、熟悉前端开发技术HTML、JavaScript、CSS、LESS/SASS等；2、熟悉前端开发框架react、Vue、JQuery等；3、熟悉常用组件库Ant Design、Element UI、Layui等；4、熟悉常用图形库，Highcharts、ECharts、d3.js、Three.js等；5、熟悉常用GIS地图组件，Google、百度、OpenLayers、Cesium等；6、熟悉前后端通信技术，联调测试技术、浏览器兼容等相关技术；7、沟通能力强，责任心强，思维逻辑性强，有团队合作精神；岗位职责1、 负责与后端开发人员配合完成前端页面设计和开发；2、 参与设计前端系统架构，参与前端技术预研；3、根据原型图快速开发系统页面；4、负责系统核心模块功能开发，按时完成给定的开发任务；,石家庄桥西区金城商务A座502
北京合力亿捷科技股份有限公司,前端开发工程师,9-11K,大专,"岗位职责：1、负责公司网站前端开发与维护工作2、利用 HTML5、css3、javascript 等相关技术开发 web 前端 页面任职要求：1、熟悉W3C标准，熟练掌握HTML/CSS/Javascript等前端开发技术，熟悉ES5/ES6等前端技术规范2、能够独立进行前端页面开发及调试，能够充分理解设计需求并落地。3、能够完成前端基础脚手架的搭建，具备较强的自学能力，快速理解业务上手开发。4、与产品、后台开发人员保持良好沟通，能快速理解、消化各方需求，并落实为具体的开发工作；能独立完成功能页面的设计与代码编写，配合产品团队完成功能页面的需求调研和分析。5、了解服务器端的相关工作，在交互体验、产品设计等方面有自己的见解。6、精通原生javascript，熟悉闭包，原型链，继承，promise, proxy2、熟练使用vue，react，熟悉生命周期，深入了解vue响应式数据原理",郑州中原区北京合力亿捷科技股份有限公司郑州办公室3
北京展天教学设备有限公司,前端开发工程师,6-11K,大专,职位：前端开发工程师年限：5~10年工作经验岗位职责：1、按需求切UI设计稿，并完成前端页面及交互效果；2、编写高质量代码，优化Web前端性能，注重用户体验；3、解决前端页面在各浏览器的兼容性问题；4、结合公司实际情况，设计完成UI框架。任职要求：1、三年以上前端开发经验者优先，熟练运用一种或多种常见前端UI框架，如： layui，elementUI等。有完整的前端项目经验和前后台分离开发经验，能快速上手公司项目；2、熟练使用原生js和jQuery， 熟悉vue.js以及相关的技术栈。如:webpack，git，es6，node.js等；3、熟练掌握 HTML5、JSON、CSS3，有web移动端，响应式布局；4、拥有良好的代码编写， 具有组件化的思想，有前端应用构建和组件封装的能力；5、有音乐教学软件相关经验优先6、有electron+vue相关经验优先,邯郸丛台区恒亿大厦A座A座151502
新疆便利圈电子商务有限公司,前端开发工程师,8-13K,大专,"1、负责公司项目中移动端和pc端页面功能设计、开发和实现；2、基于HTML5.0标准进行页面制作，编写可复用的用户界面组件。3、使用Web前端技术，创建用户友好、符合标准、跨平台及跨浏览器的应用，促进产品易用性改进和界面技术优化；4、负责持续优化前端页面体验和访问速度，搭建高性能、高可用和安全的前端技术架构；任职资格1、精通HTML5、CSS3、Javascript等前端开发技术，前端开发2年以上工作经验；2、熟悉模块化、前端编译和构建工具，熟练运用主流的移动端JS库和开发框架。使用过一种以上的前端框架，如Vue、React、Angular等；3、熟悉W3C标准，对表现与数据分离、web语义化等有深刻理解，精通移动web开发；4、熟悉前端与后端信息交互的方式与流程；5、熟悉浏览器兼容性，web优化技巧。6、熟练掌握移动端跨平台框架优先考虑，如uniAPP,mui,flutter等。",武汉洪山区金禾中心写字楼33楼3302
